reward_today,future_reward,delay,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,fixation.started,text.started,key_resp.started,fixation.stopped,trial.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
90.0,101.0,190.0,76,6,7,t,2.4959265420329757,None,7,6,76,7,215.79794445901643,,215.78990175004583,215.79794445901643,216.78005304204999,216.78005304204999,216.79676975001348,219.28180662501836,t,2.4959265420329757,None,Participant2,001,2025-11-05_11h24.45.567,DelayedDiscounting_NupurShah,,2025.1.1,None,2025-11-05 11h26.21.841683 +0530,
67.0,75.0,119.0,77,7,7,t,2.0278511659707874,None,7,7,77,5,219.29793558403617,,219.28892466705292,219.29793558403617,220.28009866701905,220.28009866701905,220.29696479201084,222.31571008404717,t,2.0278511659707874,None,Participant2,001,2025-11-05_11h24.45.567,DelayedDiscounting_NupurShah,,2025.1.1,None,2025-11-05 11h26.21.841683 +0530,
27.0,50.0,21.0,78,8,7,l,0.6756159159704112,None,7,8,78,2,222.3316517090425,,222.32327762502246,222.3316517090425,223.31327183404937,223.31327183404937,223.33028166700387,223.9987442920101,l,0.6756159159704112,None,Participant2,001,2025-11-05_11h24.45.567,DelayedDiscounting_NupurShah,,2025.1.1,None,2025-11-05 11h26.21.841683 +0530,
50.0,69.0,49.0,79,9,7,l,1.7670482919784263,None,7,9,79,9,224.01328012504382,,224.0051451670006,224.01328012504382,224.99685854202835,224.99685854202835,225.00257525005145,226.7708550420357,l,1.7670482919784263,None,Participant2,001,2025-11-05_11h24.45.567,DelayedDiscounting_NupurShah,,2025.1.1,None,2025-11-05 11h26.21.841683 +0530,
9.0,18.0,12.0,80,0,8,l,0.7367405830300413,None,8,0,80,8,226.7847192500485,,226.7775696250028,226.7847192500485,227.77113541704603,227.77113541704603,227.78015279205283,228.51540604204638,l,0.7367405830300413,None,Participant2,001,2025-11-05_11h24.45.567,DelayedDiscounting_NupurShah,,2025.1.1,None,2025-11-05 11h26.21.841683 +0530,
15.0,35.0,13.0,81,1,8,l,3.588147333008237,None,8,1,81,1,228.5299558750121,,228.52206141705392,228.5299558750121,229.51351420901483,229.51351420901483,229.51952362502925,233.104349500034,l,3.588147333008237,None,Participant2,001,2025-11-05_11h24.45.567,DelayedDiscounting_NupurShah,,2025.1.1,None,2025-11-05 11h26.21.841683 +0530,
11.0,30.0,7.0,82,2,8,l,1.2089124170015566,None,8,2,82,0,233.1171735000098,,233.11010279203765,233.1171735000098,234.1049150840263,234.1049150840263,234.11270787502872,235.3151498340303,l,1.2089124170015566,None,Participant2,001,2025-11-05_11h24.45.567,DelayedDiscounting_NupurShah,,2025.1.1,None,2025-11-05 11h26.21.841683 +0530,
78.0,80.0,162.0,83,3,8,t,1.7641873329994269,None,8,3,83,6,235.3304645420285,,235.32189254200784,235.3304645420285,236.31372333405307,236.31372333405307,236.31979120901087,238.08220737503143,t,1.7641873329994269,None,Participant2,001,2025-11-05_11h24.45.567,DelayedDiscounting_NupurShah,,2025.1.1,None,2025-11-05 11h26.21.841683 +0530,
27.0,50.0,21.0,84,4,8,l,0.7352021249826066,None,8,4,84,2,238.09881795902038,,238.09019741701195,238.09881795902038,239.08046995900804,239.08046995900804,239.0972368750372,239.82135575002758,l,0.7352021249826066,None,Participant2,001,2025-11-05_11h24.45.567,DelayedDiscounting_NupurShah,,2025.1.1,None,2025-11-05 11h26.21.841683 +0530,
50.0,69.0,49.0,85,5,8,l,4.096334540983662,None,8,5,85,9,239.83493083401117,,239.82776112505235,239.83493083401117,240.82158800004981,240.82158800004981,240.82967500004452,244.92139008402592,l,4.096334540983662,None,Participant2,001,2025-11-05_11h24.45.567,DelayedDiscounting_NupurShah,,2025.1.1,None,2025-11-05 11h26.21.841683 +0530,
40.0,55.0,62.0,86,6,8,t,1.064173375023529,None,8,6,86,3,244.93412562500453,,244.92698783404194,244.93412562500453,245.92168208403746,245.92168208403746,245.9304618340102,246.98894658405334,t,1.064173375023529,None,Participant2,001,2025-11-05_11h24.45.567,DelayedDiscounting_NupurShah,,2025.1.1,None,2025-11-05 11h26.21.841683 +0530,
90.0,101.0,190.0,87,7,8,t,1.5716634999844246,None,8,7,87,7,247.00381954200566,,246.99599187501008,247.00381954200566,247.98935537500074,247.98935537500074,247.99638525000773,249.56594787503127,t,1.5716634999844246,None,Participant2,001,2025-11-05_11h24.45.567,DelayedDiscounting_NupurShah,,2025.1.1,None,2025-11-05 11h26.21.841683 +0530,
49.0,60.0,89.0,88,8,8,t,1.1117717500310391,None,8,8,88,4,249.58177129202522,,249.5738402090501,249.58177129202522,250.56426945904968,250.56426945904968,250.57003508403432,251.68236729199998,t,1.1117717500310391,None,Participant2,001,2025-11-05_11h24.45.567,DelayedDiscounting_NupurShah,,2025.1.1,None,2025-11-05 11h26.21.841683 +0530,
67.0,75.0,119.0,89,9,8,t,1.5733671660418622,None,8,9,89,5,251.69720020901877,,251.68913858401356,251.69720020901877,252.6805564170354,252.6805564170354,252.68665408401284,254.26549504202558,t,1.5733671660418622,None,Participant2,001,2025-11-05_11h24.45.567,DelayedDiscounting_NupurShah,,2025.1.1,None,2025-11-05 11h26.21.841683 +0530,
9.0,18.0,12.0,90,0,9,l,1.0026082079857588,None,9,0,90,8,254.28075137501583,,254.27280416700523,254.28075137501583,255.26319283404155,255.26319283404155,255.26913925004192,256.2716089170426,l,1.0026082079857588,None,Participant2,001,2025-11-05_11h24.45.567,DelayedDiscounting_NupurShah,,2025.1.1,None,2025-11-05 11h26.21.841683 +0530,
78.0,80.0,162.0,91,1,9,t,0.8310563749982975,None,9,1,91,6,256.284356209042,,256.27752258401597,256.284356209042,257.2708915420226,257.2708915420226,257.2806980420137,258.10485041700304,t,0.8310563749982975,None,Participant2,001,2025-11-05_11h24.45.567,DelayedDiscounting_NupurShah,,2025.1.1,None,2025-11-05 11h26.21.841683 +0530,
50.0,69.0,49.0,92,2,9,l,4.212509000033606,None,9,2,92,9,258.11839658400277,,258.11126670904923,258.11839658400277,259.0967475840007,259.0967475840007,259.1142413750058,263.315972167009,l,4.212509000033606,None,Participant2,001,2025-11-05_11h24.45.567,DelayedDiscounting_NupurShah,,2025.1.1,None,2025-11-05 11h26.21.841683 +0530,
11.0,30.0,7.0,93,3,9,l,0.886321833007969,None,9,3,93,0,263.3309942090418,,263.32285670901183,263.3309942090418,264.31404500000644,264.31404500000644,264.32007070904365,265.2055667920504,l,0.886321833007969,None,Participant2,001,2025-11-05_11h24.45.567,DelayedDiscounting_NupurShah,,2025.1.1,None,2025-11-05 11h26.21.841683 +0530,
40.0,55.0,62.0,94,4,9,t,1.2273514999542385,None,9,4,94,3,265.22052962501766,,265.2126228750567,265.22052962501766,266.2049094590475,266.2049094590475,266.2141868750332,267.4384054170223,t,1.2273514999542385,None,Participant2,001,2025-11-05_11h24.45.567,DelayedDiscounting_NupurShah,,2025.1.1,None,2025-11-05 11h26.21.841683 +0530,
27.0,50.0,21.0,95,5,9,l,0.7273647919646464,None,9,5,95,2,267.4529078340274,,267.44505795900477,267.4529078340274,268.43782375002047,268.43782375002047,268.4474559590453,269.17163887503557,l,0.7273647919646464,None,Participant2,001,2025-11-05_11h24.45.567,DelayedDiscounting_NupurShah,,2025.1.1,None,2025-11-05 11h26.21.841683 +0530,
90.0,101.0,190.0,96,6,9,t,1.3225104169687256,None,9,6,96,7,269.1851565000252,,269.17789000004996,269.1851565000252,270.171848375001,270.171848375001,270.18088445905596,271.49893404199975,t,1.3225104169687256,None,Participant2,001,2025-11-05_11h24.45.567,DelayedDiscounting_NupurShah,,2025.1.1,None,2025-11-05 11h26.21.841683 +0530,
67.0,75.0,119.0,97,7,9,t,1.3394927089684643,None,9,7,97,5,271.5137659170432,,271.5057864590199,271.5137659170432,272.49675595900044,272.49675595900044,272.5027342090034,273.8388337090146,t,1.3394927089684643,None,Participant2,001,2025-11-05_11h24.45.567,DelayedDiscounting_NupurShah,,2025.1.1,None,2025-11-05 11h26.21.841683 +0530,
15.0,35.0,13.0,98,8,9,l,0.8107417089631781,None,9,8,98,1,273.8529631670099,,273.8456170420395,273.8529631670099,274.83754966704873,274.83754966704873,274.84797387500294,275.65523925004527,l,0.8107417089631781,None,Participant2,001,2025-11-05_11h24.45.567,DelayedDiscounting_NupurShah,,2025.1.1,None,2025-11-05 11h26.21.841683 +0530,
49.0,60.0,89.0,99,9,9,t,1.0376909999758936,None,9,9,99,4,275.6698592090397,,275.6618052920094,275.6698592090397,276.6546130000497,276.6546130000497,276.6643225000007,277.69965458405204,t,1.0376909999758936,None,Participant2,001,2025-11-05_11h24.45.567,DelayedDiscounting_NupurShah,,2025.1.1,None,2025-11-05 11h26.21.841683 +0530,
